unemployment,population_density,avg_salary,public_safety_exp,education_exp,migration_balance,tourism_usage,inflation,year,unit,predicted_crime,scenario
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.61800753968254,Base_Scenario_Unchanged
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.61800753968254,Base_Scenario_Unchanged
5.84,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.649021825396826,unemployment_x0.8
5.84,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.649021825396826,unemployment_x0.8
5.84,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.649021825396826,unemployment_x0.8
5.84,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.649021825396826,unemployment_x0.8
5.84,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.649021825396826,unemployment_x0.8
8.76,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.53379753968254,unemployment_x1.2
8.76,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.53379753968254,unemployment_x1.2
8.76,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.53379753968254,unemployment_x1.2
8.76,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.53379753968254,unemployment_x1.2
8.76,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.53379753968254,unemployment_x1.2
7.3,88.32000000000001,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.61800753968254,population_density_x0.8
7.3,88.32000000000001,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.61800753968254,population_density_x0.8
7.3,88.32000000000001,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.61800753968254,population_density_x0.8
7.3,88.32000000000001,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.61800753968254,population_density_x0.8
7.3,88.32000000000001,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.61800753968254,population_density_x0.8
7.3,132.48,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.720534206349207,population_density_x1.2
7.3,132.48,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.720534206349207,population_density_x1.2
7.3,132.48,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.720534206349207,population_density_x1.2
7.3,132.48,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.720534206349207,population_density_x1.2
7.3,132.48,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.720534206349207,population_density_x1.2
7.3,110.4,6168.624,141742115.85,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.633778968253967,avg_salary_x0.8
7.3,110.4,6168.624,141742115.85,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.633778968253967,avg_salary_x0.8
7.3,110.4,6168.624,141742115.85,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.633778968253967,avg_salary_x0.8
7.3,110.4,6168.624,141742115.85,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.633778968253967,avg_salary_x0.8
7.3,110.4,6168.624,141742115.85,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.633778968253967,avg_salary_x0.8
7.3,110.4,9252.936,141742115.85,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.61800753968254,avg_salary_x1.2
7.3,110.4,9252.936,141742115.85,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.61800753968254,avg_salary_x1.2
7.3,110.4,9252.936,141742115.85,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.61800753968254,avg_salary_x1.2
7.3,110.4,9252.936,141742115.85,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.61800753968254,avg_salary_x1.2
7.3,110.4,9252.936,141742115.85,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.61800753968254,avg_salary_x1.2
7.3,110.4,7710.78,113393692.68,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.61086468253968,public_safety_exp_x0.8
7.3,110.4,7710.78,113393692.68,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.61086468253968,public_safety_exp_x0.8
7.3,110.4,7710.78,113393692.68,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.61086468253968,public_safety_exp_x0.8
7.3,110.4,7710.78,113393692.68,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.61086468253968,public_safety_exp_x0.8
7.3,110.4,7710.78,113393692.68,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.61086468253968,public_safety_exp_x0.8
7.3,110.4,7710.78,170090539.01999998,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.61800753968254,public_safety_exp_x1.2
7.3,110.4,7710.78,170090539.01999998,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.61800753968254,public_safety_exp_x1.2
7.3,110.4,7710.78,170090539.01999998,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.61800753968254,public_safety_exp_x1.2
7.3,110.4,7710.78,170090539.01999998,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.61800753968254,public_safety_exp_x1.2
7.3,110.4,7710.78,170090539.01999998,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.61800753968254,public_safety_exp_x1.2
7.3,110.4,7710.78,141742115.85,695260664.2720001,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.61800753968254,education_exp_x0.8
7.3,110.4,7710.78,141742115.85,695260664.2720001,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.61800753968254,education_exp_x0.8
7.3,110.4,7710.78,141742115.85,695260664.2720001,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.61800753968254,education_exp_x0.8
7.3,110.4,7710.78,141742115.85,695260664.2720001,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.61800753968254,education_exp_x0.8
7.3,110.4,7710.78,141742115.85,695260664.2720001,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.61800753968254,education_exp_x0.8
7.3,110.4,7710.78,141742115.85,1042890996.408,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.61800753968254,education_exp_x1.2
7.3,110.4,7710.78,141742115.85,1042890996.408,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.61800753968254,education_exp_x1.2
7.3,110.4,7710.78,141742115.85,1042890996.408,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.61800753968254,education_exp_x1.2
7.3,110.4,7710.78,141742115.85,1042890996.408,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.61800753968254,education_exp_x1.2
7.3,110.4,7710.78,141742115.85,1042890996.408,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.61800753968254,education_exp_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-744.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.201009960317457,migration_balance_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-744.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.201009960317457,migration_balance_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-744.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.201009960317457,migration_balance_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-744.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.201009960317457,migration_balance_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-744.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.201009960317457,migration_balance_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-1116.0,37.7,103.6,2025,Kujawsko-Pomorskie,20.328135714285715,migration_balance_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-1116.0,37.7,103.6,2026,Kujawsko-Pomorskie,20.328135714285715,migration_balance_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-1116.0,37.7,103.6,2027,Kujawsko-Pomorskie,20.328135714285715,migration_balance_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-1116.0,37.7,103.6,2028,Kujawsko-Pomorskie,20.328135714285715,migration_balance_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-1116.0,37.7,103.6,2029,Kujawsko-Pomorskie,20.328135714285715,migration_balance_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,30.160000000000004,103.6,2025,Kujawsko-Pomorskie,19.99139702380952,tourism_usage_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,30.160000000000004,103.6,2026,Kujawsko-Pomorskie,19.99139702380952,tourism_usage_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,30.160000000000004,103.6,2027,Kujawsko-Pomorskie,19.99139702380952,tourism_usage_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,30.160000000000004,103.6,2028,Kujawsko-Pomorskie,19.99139702380952,tourism_usage_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,30.160000000000004,103.6,2029,Kujawsko-Pomorskie,19.99139702380952,tourism_usage_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,45.24,103.6,2025,Kujawsko-Pomorskie,19.99798,tourism_usage_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,45.24,103.6,2026,Kujawsko-Pomorskie,19.99798,tourism_usage_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,45.24,103.6,2027,Kujawsko-Pomorskie,19.99798,tourism_usage_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,45.24,103.6,2028,Kujawsko-Pomorskie,19.99798,tourism_usage_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,45.24,103.6,2029,Kujawsko-Pomorskie,19.99798,tourism_usage_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,82.88,2025,Kujawsko-Pomorskie,19.60554087301587,inflation_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,82.88,2026,Kujawsko-Pomorskie,19.60554087301587,inflation_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,82.88,2027,Kujawsko-Pomorskie,19.60554087301587,inflation_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,82.88,2028,Kujawsko-Pomorskie,19.60554087301587,inflation_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,82.88,2029,Kujawsko-Pomorskie,19.60554087301587,inflation_x0.8
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,124.32,2025,Kujawsko-Pomorskie,20.143598968253965,inflation_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,124.32,2026,Kujawsko-Pomorskie,20.143598968253965,inflation_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,124.32,2027,Kujawsko-Pomorskie,20.143598968253965,inflation_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,124.32,2028,Kujawsko-Pomorskie,20.143598968253965,inflation_x1.2
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,124.32,2029,Kujawsko-Pomorskie,20.143598968253965,inflation_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,15.872294054834056,Base_Scenario_Unchanged
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,15.872294054834056,Base_Scenario_Unchanged
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,15.872294054834056,Base_Scenario_Unchanged
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,15.872294054834056,Base_Scenario_Unchanged
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,15.872294054834056,Base_Scenario_Unchanged
5.920000000000001,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,15.872294054834056,unemployment_x0.8
5.920000000000001,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,15.872294054834056,unemployment_x0.8
5.920000000000001,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,15.872294054834056,unemployment_x0.8
5.920000000000001,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,15.872294054834056,unemployment_x0.8
5.920000000000001,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,15.872294054834056,unemployment_x0.8
8.88,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,15.736508102453106,unemployment_x1.2
8.88,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,15.736508102453106,unemployment_x1.2
8.88,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,15.736508102453106,unemployment_x1.2
8.88,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,15.736508102453106,unemployment_x1.2
8.88,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,15.736508102453106,unemployment_x1.2
7.4,63.6,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,15.872294054834056,population_density_x0.8
7.4,63.6,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,15.872294054834056,population_density_x0.8
7.4,63.6,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,15.872294054834056,population_density_x0.8
7.4,63.6,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,15.872294054834056,population_density_x0.8
7.4,63.6,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,15.872294054834056,population_density_x0.8
