unemployment,population_density,avg_salary,public_safety_exp,education_exp,migration_balance,tourism_usage,inflation,year,unit,predicted_crime,scenario
7.4,95.39999999999999,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,19.305368419913425,population_density_x1.2
7.4,95.39999999999999,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,19.305368419913425,population_density_x1.2
7.4,95.39999999999999,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,19.305368419913425,population_density_x1.2
7.4,95.39999999999999,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,19.305368419913425,population_density_x1.2
7.4,95.39999999999999,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,19.305368419913425,population_density_x1.2
7.4,79.5,6216.84,200639476.02,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,15.878454054834059,avg_salary_x0.8
7.4,79.5,6216.84,200639476.02,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,15.878454054834059,avg_salary_x0.8
7.4,79.5,6216.84,200639476.02,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,15.878454054834059,avg_salary_x0.8
7.4,79.5,6216.84,200639476.02,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,15.878454054834059,avg_salary_x0.8
7.4,79.5,6216.84,200639476.02,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,15.878454054834059,avg_salary_x0.8
7.4,79.5,9325.26,200639476.02,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,15.872294054834056,avg_salary_x1.2
7.4,79.5,9325.26,200639476.02,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,15.872294054834056,avg_salary_x1.2
7.4,79.5,9325.26,200639476.02,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,15.872294054834056,avg_salary_x1.2
7.4,79.5,9325.26,200639476.02,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,15.872294054834056,avg_salary_x1.2
7.4,79.5,9325.26,200639476.02,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,15.872294054834056,avg_salary_x1.2
7.4,79.5,7771.05,160511580.816,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,15.961032229437233,public_safety_exp_x0.8
7.4,79.5,7771.05,160511580.816,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,15.961032229437233,public_safety_exp_x0.8
7.4,79.5,7771.05,160511580.816,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,15.961032229437233,public_safety_exp_x0.8
7.4,79.5,7771.05,160511580.816,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,15.961032229437233,public_safety_exp_x0.8
7.4,79.5,7771.05,160511580.816,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,15.961032229437233,public_safety_exp_x0.8
7.4,79.5,7771.05,240767371.224,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,15.872294054834056,public_safety_exp_x1.2
7.4,79.5,7771.05,240767371.224,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,15.872294054834056,public_safety_exp_x1.2
7.4,79.5,7771.05,240767371.224,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,15.872294054834056,public_safety_exp_x1.2
7.4,79.5,7771.05,240767371.224,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,15.872294054834056,public_safety_exp_x1.2
7.4,79.5,7771.05,240767371.224,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,15.872294054834056,public_safety_exp_x1.2
7.4,79.5,7771.05,200639476.02,754684489.7520001,-2832.0,35.8,102.8,2025,Lubelskie,15.872294054834056,education_exp_x0.8
7.4,79.5,7771.05,200639476.02,754684489.7520001,-2832.0,35.8,102.8,2026,Lubelskie,15.872294054834056,education_exp_x0.8
7.4,79.5,7771.05,200639476.02,754684489.7520001,-2832.0,35.8,102.8,2027,Lubelskie,15.872294054834056,education_exp_x0.8
7.4,79.5,7771.05,200639476.02,754684489.7520001,-2832.0,35.8,102.8,2028,Lubelskie,15.872294054834056,education_exp_x0.8
7.4,79.5,7771.05,200639476.02,754684489.7520001,-2832.0,35.8,102.8,2029,Lubelskie,15.872294054834056,education_exp_x0.8
7.4,79.5,7771.05,200639476.02,1132026734.628,-2832.0,35.8,102.8,2025,Lubelskie,15.872294054834056,education_exp_x1.2
7.4,79.5,7771.05,200639476.02,1132026734.628,-2832.0,35.8,102.8,2026,Lubelskie,15.872294054834056,education_exp_x1.2
7.4,79.5,7771.05,200639476.02,1132026734.628,-2832.0,35.8,102.8,2027,Lubelskie,15.872294054834056,education_exp_x1.2
7.4,79.5,7771.05,200639476.02,1132026734.628,-2832.0,35.8,102.8,2028,Lubelskie,15.872294054834056,education_exp_x1.2
7.4,79.5,7771.05,200639476.02,1132026734.628,-2832.0,35.8,102.8,2029,Lubelskie,15.872294054834056,education_exp_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2265.6,35.8,102.8,2025,Lubelskie,15.872294054834056,migration_balance_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2265.6,35.8,102.8,2026,Lubelskie,15.872294054834056,migration_balance_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2265.6,35.8,102.8,2027,Lubelskie,15.872294054834056,migration_balance_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2265.6,35.8,102.8,2028,Lubelskie,15.872294054834056,migration_balance_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2265.6,35.8,102.8,2029,Lubelskie,15.872294054834056,migration_balance_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-3398.4,35.8,102.8,2025,Lubelskie,15.872294054834056,migration_balance_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-3398.4,35.8,102.8,2026,Lubelskie,15.872294054834056,migration_balance_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-3398.4,35.8,102.8,2027,Lubelskie,15.872294054834056,migration_balance_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-3398.4,35.8,102.8,2028,Lubelskie,15.872294054834056,migration_balance_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-3398.4,35.8,102.8,2029,Lubelskie,15.872294054834056,migration_balance_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,28.64,102.8,2025,Lubelskie,15.855845165945166,tourism_usage_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,28.64,102.8,2026,Lubelskie,15.855845165945166,tourism_usage_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,28.64,102.8,2027,Lubelskie,15.855845165945166,tourism_usage_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,28.64,102.8,2028,Lubelskie,15.855845165945166,tourism_usage_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,28.64,102.8,2029,Lubelskie,15.855845165945166,tourism_usage_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,42.959999999999994,102.8,2025,Lubelskie,15.872294054834056,tourism_usage_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,42.959999999999994,102.8,2026,Lubelskie,15.872294054834056,tourism_usage_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,42.959999999999994,102.8,2027,Lubelskie,15.872294054834056,tourism_usage_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,42.959999999999994,102.8,2028,Lubelskie,15.872294054834056,tourism_usage_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,42.959999999999994,102.8,2029,Lubelskie,15.872294054834056,tourism_usage_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,82.24000000000001,2025,Lubelskie,15.80952587301587,inflation_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,82.24000000000001,2026,Lubelskie,15.80952587301587,inflation_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,82.24000000000001,2027,Lubelskie,15.80952587301587,inflation_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,82.24000000000001,2028,Lubelskie,15.80952587301587,inflation_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,82.24000000000001,2029,Lubelskie,15.80952587301587,inflation_x0.8
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,123.35999999999999,2025,Lubelskie,15.914394054834055,inflation_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,123.35999999999999,2026,Lubelskie,15.914394054834055,inflation_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,123.35999999999999,2027,Lubelskie,15.914394054834055,inflation_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,123.35999999999999,2028,Lubelskie,15.914394054834055,inflation_x1.2
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,123.35999999999999,2029,Lubelskie,15.914394054834055,inflation_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.772962546897546,Base_Scenario_Unchanged
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.772962546897546,Base_Scenario_Unchanged
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.772962546897546,Base_Scenario_Unchanged
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.772962546897546,Base_Scenario_Unchanged
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.772962546897546,Base_Scenario_Unchanged
3.6,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.772962546897546,unemployment_x0.8
3.6,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.772962546897546,unemployment_x0.8
3.6,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.772962546897546,unemployment_x0.8
3.6,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.772962546897546,unemployment_x0.8
3.6,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.772962546897546,unemployment_x0.8
5.3999999999999995,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.83612326118326,unemployment_x1.2
5.3999999999999995,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.83612326118326,unemployment_x1.2
5.3999999999999995,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.83612326118326,unemployment_x1.2
5.3999999999999995,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.83612326118326,unemployment_x1.2
5.3999999999999995,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.83612326118326,unemployment_x1.2
4.5,55.44,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.772962546897546,population_density_x0.8
4.5,55.44,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.772962546897546,population_density_x0.8
4.5,55.44,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.772962546897546,population_density_x0.8
4.5,55.44,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.772962546897546,population_density_x0.8
4.5,55.44,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.772962546897546,population_density_x0.8
4.5,83.16,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.768156197691205,population_density_x1.2
4.5,83.16,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.768156197691205,population_density_x1.2
4.5,83.16,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.768156197691205,population_density_x1.2
4.5,83.16,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.768156197691205,population_density_x1.2
4.5,83.16,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.768156197691205,population_density_x1.2
4.5,69.3,6309.752,107812864.74,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.789679213564217,avg_salary_x0.8
4.5,69.3,6309.752,107812864.74,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.789679213564217,avg_salary_x0.8
4.5,69.3,6309.752,107812864.74,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.789679213564217,avg_salary_x0.8
4.5,69.3,6309.752,107812864.74,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.789679213564217,avg_salary_x0.8
4.5,69.3,6309.752,107812864.74,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.789679213564217,avg_salary_x0.8
4.5,69.3,9464.627999999999,107812864.74,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.772962546897546,avg_salary_x1.2
4.5,69.3,9464.627999999999,107812864.74,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.772962546897546,avg_salary_x1.2
4.5,69.3,9464.627999999999,107812864.74,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.772962546897546,avg_salary_x1.2
4.5,69.3,9464.627999999999,107812864.74,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.772962546897546,avg_salary_x1.2
4.5,69.3,9464.627999999999,107812864.74,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.772962546897546,avg_salary_x1.2
4.5,69.3,7887.19,86250291.792,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.783222546897544,public_safety_exp_x0.8
4.5,69.3,7887.19,86250291.792,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.783222546897544,public_safety_exp_x0.8
4.5,69.3,7887.19,86250291.792,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.783222546897544,public_safety_exp_x0.8
4.5,69.3,7887.19,86250291.792,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.783222546897544,public_safety_exp_x0.8
4.5,69.3,7887.19,86250291.792,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.783222546897544,public_safety_exp_x0.8
4.5,69.3,7887.19,129375437.688,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.772962546897546,public_safety_exp_x1.2
4.5,69.3,7887.19,129375437.688,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.772962546897546,public_safety_exp_x1.2
4.5,69.3,7887.19,129375437.688,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.772962546897546,public_safety_exp_x1.2
4.5,69.3,7887.19,129375437.688,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.772962546897546,public_safety_exp_x1.2
4.5,69.3,7887.19,129375437.688,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.772962546897546,public_safety_exp_x1.2
4.5,69.3,7887.19,107812864.74,358379675.9760001,-1059.0,32.8,104.4,2025,Lubuskie,24.772962546897546,education_exp_x0.8
4.5,69.3,7887.19,107812864.74,358379675.9760001,-1059.0,32.8,104.4,2026,Lubuskie,24.772962546897546,education_exp_x0.8
4.5,69.3,7887.19,107812864.74,358379675.9760001,-1059.0,32.8,104.4,2027,Lubuskie,24.772962546897546,education_exp_x0.8
4.5,69.3,7887.19,107812864.74,358379675.9760001,-1059.0,32.8,104.4,2028,Lubuskie,24.772962546897546,education_exp_x0.8
4.5,69.3,7887.19,107812864.74,358379675.9760001,-1059.0,32.8,104.4,2029,Lubuskie,24.772962546897546,education_exp_x0.8
4.5,69.3,7887.19,107812864.74,537569513.964,-1059.0,32.8,104.4,2025,Lubuskie,24.772962546897546,education_exp_x1.2
4.5,69.3,7887.19,107812864.74,537569513.964,-1059.0,32.8,104.4,2026,Lubuskie,24.772962546897546,education_exp_x1.2
4.5,69.3,7887.19,107812864.74,537569513.964,-1059.0,32.8,104.4,2027,Lubuskie,24.772962546897546,education_exp_x1.2
4.5,69.3,7887.19,107812864.74,537569513.964,-1059.0,32.8,104.4,2028,Lubuskie,24.772962546897546,education_exp_x1.2
4.5,69.3,7887.19,107812864.74,537569513.964,-1059.0,32.8,104.4,2029,Lubuskie,24.772962546897546,education_exp_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-847.2,32.8,104.4,2025,Lubuskie,24.644720523088026,migration_balance_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-847.2,32.8,104.4,2026,Lubuskie,24.644720523088026,migration_balance_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-847.2,32.8,104.4,2027,Lubuskie,24.644720523088026,migration_balance_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-847.2,32.8,104.4,2028,Lubuskie,24.644720523088026,migration_balance_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-847.2,32.8,104.4,2029,Lubuskie,24.644720523088026,migration_balance_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1270.8,32.8,104.4,2025,Lubuskie,25.415351475468977,migration_balance_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1270.8,32.8,104.4,2026,Lubuskie,25.415351475468977,migration_balance_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1270.8,32.8,104.4,2027,Lubuskie,25.415351475468977,migration_balance_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1270.8,32.8,104.4,2028,Lubuskie,25.415351475468977,migration_balance_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1270.8,32.8,104.4,2029,Lubuskie,25.415351475468977,migration_balance_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,26.24,104.4,2025,Lubuskie,25.490163492063495,tourism_usage_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,26.24,104.4,2026,Lubuskie,25.490163492063495,tourism_usage_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,26.24,104.4,2027,Lubuskie,25.490163492063495,tourism_usage_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,26.24,104.4,2028,Lubuskie,25.490163492063495,tourism_usage_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,26.24,104.4,2029,Lubuskie,25.490163492063495,tourism_usage_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,39.35999999999999,104.4,2025,Lubuskie,24.83368588023088,tourism_usage_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,39.35999999999999,104.4,2026,Lubuskie,24.83368588023088,tourism_usage_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,39.35999999999999,104.4,2027,Lubuskie,24.83368588023088,tourism_usage_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,39.35999999999999,104.4,2028,Lubuskie,24.83368588023088,tourism_usage_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,39.35999999999999,104.4,2029,Lubuskie,24.83368588023088,tourism_usage_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,83.52000000000001,2025,Lubuskie,24.665096435786435,inflation_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,83.52000000000001,2026,Lubuskie,24.665096435786435,inflation_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,83.52000000000001,2027,Lubuskie,24.665096435786435,inflation_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,83.52000000000001,2028,Lubuskie,24.665096435786435,inflation_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,83.52000000000001,2029,Lubuskie,24.665096435786435,inflation_x0.8
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,125.28,2025,Lubuskie,24.872554213564214,inflation_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,125.28,2026,Lubuskie,24.872554213564214,inflation_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,125.28,2027,Lubuskie,24.872554213564214,inflation_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,125.28,2028,Lubuskie,24.872554213564214,inflation_x1.2
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,125.28,2029,Lubuskie,24.872554213564214,inflation_x1.2
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.72188738095237,Base_Scenario_Unchanged
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.72188738095237,Base_Scenario_Unchanged
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.72188738095237,Base_Scenario_Unchanged
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.72188738095237,Base_Scenario_Unchanged
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.72188738095237,Base_Scenario_Unchanged
3.2,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.72188738095237,unemployment_x0.8
3.2,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.72188738095237,unemployment_x0.8
3.2,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.72188738095237,unemployment_x0.8
3.2,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.72188738095237,unemployment_x0.8
3.2,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.72188738095237,unemployment_x0.8
4.8,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.56938702380952,unemployment_x1.2
4.8,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.56938702380952,unemployment_x1.2
4.8,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.56938702380952,unemployment_x1.2
4.8,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.56938702380952,unemployment_x1.2
4.8,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.56938702380952,unemployment_x1.2
4.0,123.92000000000002,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,27.29590960317461,population_density_x0.8
4.0,123.92000000000002,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,27.29590960317461,population_density_x0.8
4.0,123.92000000000002,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,27.29590960317461,population_density_x0.8
4.0,123.92000000000002,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,27.29590960317461,population_density_x0.8
4.0,123.92000000000002,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,27.29590960317461,population_density_x0.8
4.0,185.88,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.541882460317453,population_density_x1.2
4.0,185.88,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.541882460317453,population_density_x1.2
4.0,185.88,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.541882460317453,population_density_x1.2
4.0,185.88,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.541882460317453,population_density_x1.2
4.0,185.88,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.541882460317453,population_density_x1.2
4.0,154.9,8014.968,359213426.01,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.72188738095237,avg_salary_x0.8
4.0,154.9,8014.968,359213426.01,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.72188738095237,avg_salary_x0.8
4.0,154.9,8014.968,359213426.01,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.72188738095237,avg_salary_x0.8
4.0,154.9,8014.968,359213426.01,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.72188738095237,avg_salary_x0.8
4.0,154.9,8014.968,359213426.01,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.72188738095237,avg_salary_x0.8
4.0,154.9,12022.452,359213426.01,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.72188738095237,avg_salary_x1.2
4.0,154.9,12022.452,359213426.01,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.72188738095237,avg_salary_x1.2
4.0,154.9,12022.452,359213426.01,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.72188738095237,avg_salary_x1.2
4.0,154.9,12022.452,359213426.01,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.72188738095237,avg_salary_x1.2
4.0,154.9,12022.452,359213426.01,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.72188738095237,avg_salary_x1.2
4.0,154.9,10018.71,287370740.808,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.72188738095237,public_safety_exp_x0.8
4.0,154.9,10018.71,287370740.808,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.72188738095237,public_safety_exp_x0.8
4.0,154.9,10018.71,287370740.808,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.72188738095237,public_safety_exp_x0.8
4.0,154.9,10018.71,287370740.808,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.72188738095237,public_safety_exp_x0.8
4.0,154.9,10018.71,287370740.808,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.72188738095237,public_safety_exp_x0.8
4.0,154.9,10018.71,431056111.21199995,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.72188738095237,public_safety_exp_x1.2
4.0,154.9,10018.71,431056111.21199995,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.72188738095237,public_safety_exp_x1.2
4.0,154.9,10018.71,431056111.21199995,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.72188738095237,public_safety_exp_x1.2
4.0,154.9,10018.71,431056111.21199995,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.72188738095237,public_safety_exp_x1.2
4.0,154.9,10018.71,431056111.21199995,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.72188738095237,public_safety_exp_x1.2
4.0,154.9,10018.71,359213426.01,1781212315.6080003,7355.0,49.4,103.8,2025,Mazowieckie,21.72188738095237,education_exp_x0.8
4.0,154.9,10018.71,359213426.01,1781212315.6080003,7355.0,49.4,103.8,2026,Mazowieckie,21.72188738095237,education_exp_x0.8
4.0,154.9,10018.71,359213426.01,1781212315.6080003,7355.0,49.4,103.8,2027,Mazowieckie,21.72188738095237,education_exp_x0.8
4.0,154.9,10018.71,359213426.01,1781212315.6080003,7355.0,49.4,103.8,2028,Mazowieckie,21.72188738095237,education_exp_x0.8
4.0,154.9,10018.71,359213426.01,1781212315.6080003,7355.0,49.4,103.8,2029,Mazowieckie,21.72188738095237,education_exp_x0.8
4.0,154.9,10018.71,359213426.01,2671818473.412,7355.0,49.4,103.8,2025,Mazowieckie,21.72188738095237,education_exp_x1.2
