iter	RMSE
153	1.151554193
154	1.143000082
155	1.134223974
156	1.125291669
157	1.116827268
158	1.108452781
159	1.100044736
160	1.09407295
161	1.085830545
162	1.07765419
163	1.069422977
164	1.061555413
165	1.05348784
166	1.045589152
167	1.03804605
168	1.030500429
169	1.022770421
170	1.015299399
171	1.0077027
172	1.000454033
173	0.9928591885
174	0.9854275291
175	0.9780792738
176	0.9709116523
177	0.9638413846
178	0.956644418
179	0.9494223888
180	0.9424897833
181	0.935332518
182	0.928435629
183	0.9214283574
184	0.9145014521
185	0.907834235
186	0.9011329015
187	0.894434934
188	0.8878650833
189	0.8812750302
190	0.8748740827
191	0.8683836182
192	0.861950098
193	0.8554527114
194	0.8493040666
195	0.8430511005
196	0.836851258
197	0.8306533568
198	0.8244841466
199	0.8185028617
200	0.8124896458
201	0.80662334
202	0.8006463795
203	0.7947386457
204	0.7888824163
205	0.783240405
206	0.7774975016
207	0.7717994987
208	0.7659922681
209	0.760296231
210	0.7547012536
211	0.7491645669
212	0.7436046409
213	0.7381554286
214	0.7327487977
215	0.7273929357
216	0.7220729304
217	0.7166199192
218	0.7112099932
219	0.7058427906
220	0.700754025
221	0.6956390358
222	0.6905444077
223	0.685508611
224	0.6802057493
225	0.6752487395
226	0.67015786
227	0.6651071984
228	0.660076833
229	0.6551057479
230	0.6503204839
231	0.6454240814
232	0.6407279317
233	0.6359061174
234	0.6311223531
235	0.6263763229
236	0.6216677136
237	0.6169962155
238	0.6125619638
239	0.6079609337
240	0.603594903
241	0.5990632662
242	0.5945673349
243	0.590106815
244	0.5856814151
245	0.5812908468
246	0.5771210052
247	0.5727966285
248	0.5685062814
249	0.5642496855
250	0.5600265651
251	0.5558366473
252	0.5516796617
253	0.5476801283
254	0.5435863905
255	0.5395248221
256	0.5354951623
257	0.5313908991
258	0.5274226096
259	0.5234854715
260	0.5195792332
261	0.5157036455
262	0.5118584614
263	0.5080434367
264	0.5042583289
265	0.5005028981
266	0.4967769066
267	0.493080119
268	0.4894123018
269	0.485773224
270	0.4821626566
271	0.4785803725
272	0.4750261471
273	0.4714997575
274	0.4680009832
275	0.4645296053
276	0.4610854073
277	0.4576681744
278	0.4542776938
279	0.4509137548
280	0.4475761485
281	0.4442646677
282	0.4409791075
283	0.4377192643
284	0.4344849369
285	0.4312759255
286	0.4280920322
287	0.424933061
288	0.4217988173
289	0.4186891088
290	0.4156037443
291	0.4125425347
292	0.4095052924
293	0.4064918316
294	0.4035019679
295	0.4005355188
296	0.3975923033
297	0.3946721418
298	0.3917748567
299	0.3889002714
300	0.3860482114
301	0.3832185033
302	0.3804109755
303	0.3776254577
304	0.3748617811
305	0.3721197785
306	0.369399284
307	0.3667058024
308	0.3640264039
309	0.3613680349
310	0.358730535
311	0.3561137451
312	0.3535175074
313	0.3509416655
314	0.3483860645
315	0.3458477474
316	0.3433293835
317	0.3408308213
318	0.3383505352
319	0.3358897606
320	0.3334483492
321	0.3310261545
322	0.3286188899
323	0.3262305788
324	0.3238610776
325	0.3215102436
326	0.3191779355
327	0.3168612657
328	0.3145628602
329	0.3122825805
330	0.3100189252
331	0.3077731317
332	0.3055437
333	0.30333187
334	0.3011361494
335	0.2989577713
336	0.2967952541
337	0.2946498297
338	0.2925200102
339	0.2904070378
340	0.2883107828
341	0.2862284202
342	0.2841625408
343	0.2821130203
344	0.2800797357
345	0.278059868
346	0.2760560091
347	0.2740680386
348	0.272094492
349	0.2701366037
350	0.2681929163
351	0.2662646576
352	0.2643503802
353	0.2624513118
354	0.2605659956
355	0.258695669
356	0.256838888
357	0.254827392
358	0.2529991428
359	0.2510184427
360	0.249054621
361	0.2471075242
362	0.2451770006
363	0.2432628997
364	0.2413650729
365	0.2394833729
366	0.2376176542
367	0.2357677725
368	0.2339335852
369	0.2321149512
370	0.2303117307
371	0.2285237855
372	0.2267509787
373	0.2249931748
374	0.22325024
375	0.2215220414
376	0.2198084478
377	0.2181093292
378	0.2164245571
379	0.214754004
380	0.2130975441
381	0.2114550526
382	0.209826406
383	0.2082114821
384	0.2066101601
385	0.2050223202
386	0.2035384006
387	0.2019748945
388	0.2005135309
389	0.1989739851
390	0.1975348309
391	0.1960188775
392	0.1946015916
393	0.1931954558
394	0.1917131175
395	0.1903283497
396	0.1888687243
397	0.1875049965
398	0.1860677358
399	0.1847247249
400	0.1833922857
401	0.181986877
402	0.1806746814
403	0.1792908048
404	0.1779985424
405	0.1766358683
406	0.1753632334
407	0.1740214373
408	0.172768129
409	0.1715246939
410	0.1702126161
411	0.1689880667
412	0.1676960911
413	0.166490138
414	0.1652179574
415	0.1640303157
416	0.1628407815
417	0.1616606024
418	0.1604897083
419	0.1593280295
420	0.1581754968
421	0.1570320417
422	0.1558975963
423	0.1547720932
424	0.1536554655
425	0.152547647
426	0.1514485719
427	0.1503581751
428	0.149276392
429	0.1481574793
430	0.1470477005
431	0.1459469806
432	0.1448552451
433	0.1437724205
434	0.1426984337
435	0.1416332124
436	0.1405766851
437	0.1395287807
438	0.1384894289
439	0.1374585602
440	0.1364361054
441	0.1354561438
442	0.1344492371
443	0.1334841442
444	0.1324925456
445	0.1315420919
446	0.1305655652
447	0.1296295248
448	0.1286678376
449	0.1277459881
450	0.1267989118
451	0.1258910345
452	0.1249583441
453	0.1240642237
454	0.1231456978
455	0.1222651225
456	0.1213915028
457	0.1204933055
458	0.1196329202
459	0.1187483538
460	0.1179009995
461	0.1170298546
462	0.116195331
463	0.1153374014
464	0.1145155113
465	0.1136705943
466	0.1128611438
467	0.1120290397
468	0.1112037589
469	0.1104123494
470	0.1095995838
471	0.1087934869
472	0.107977654
473	0.1072096032
474	0.1064218361
475	0.1056245756
476	0.1048737329
477	0.1040887033
478	0.1033493212
479	0.1025907262
480	0.101823558
481	0.1011007303
482	0.1003593668
483	0.09960964667
484	0.09890299478
485	0.09817846611
486	0.09744579062
487	0.09674535432
488	0.0960504342
489	0.09536098965
490	0.09467693117
491	0.09399793406
492	0.09332424425
493	0.09265553898
494	0.09199206343
495	0.09133349675
496	0.09068008335
497	0.09003150427
498	0.08938800319
499	0.08874926302
500	0.08811552667
501	0.08748647892
502	0.08686236193
503	0.08624286231
504	0.08562822147
505	0.08501812785
506	0.08441282211
507	0.08381199448
508	0.08321588489
509	0.08262418535
510	0.08203713503
511	0.08145442774
512	0.08087630188
513	0.08030245302
514	0.0797331188
515	0.07916799656
516	0.07860732316
517	0.0780507977
518	0.07749865626
519	0.07695059967
520	0.07640686326
521	0.07586714956
522	0.07533169313
523	0.07480019821
524	0.07427289859
525	0.0737495002
526	0.07323023605
527	0.07271481377
528	0.07220346558
529	0.07169590076
530	0.0711606846
531	0.07066088217
532	0.0701647792
533	0.06967260244
534	0.06918406881
535	0.06869940432
536	0.06821832751
537	0.0677410636
538	0.06726733274
539	0.0667973594
540	0.06633086529
541	0.06586807412
542	0.06540870919
543	0.06495299343
544	0.0645006517
545	0.06405190618
546	0.06358055004
547	0.06311334572
548	0.06265025741
549	0.06219124965
550	0.06173628736
551	0.06128533578
552	0.06083836054
553	0.06039532761
554	0.0599562033
555	0.05952095425
556	0.05908954747
557	0.05866195028
558	0.05823813032
559	0.05781805557
560	0.05740169434
561	0.05698901523
562	0.05657998718
563	0.05617457942
564	0.05577276152
565	0.0553745033
566	0.05497977493
567	0.05458854684
568	0.05420078978
569	0.05381647477
570	0.05343557311
571	0.05305805641
572	0.05268389653
573	0.05231306562
574	0.05194553609
575	0.05158128065
576	0.05122027223
577	0.05086248405
578	0.0505078896
579	0.05015646259
580	0.04980817702
581	0.04946300711
582	0.04912092736
583	0.04878191247
584	0.04844593743
585	0.04811297744
586	0.04778300793
587	0.04741612664
588	0.04709150265
589	0.04672991496
590	0.04641055202
591	0.04605417696
592	0.04570064909
593	0.04538874936
594	0.0450403132
595	0.04469465936
596	0.04439004878
597	0.04404936859
598	0.04374969897
599	0.04341391648
600	0.04308081359
601	0.04278814985
602	0.04245983121
603	0.0421341313
604	0.04184831017
605	0.04152728375
606	0.04124610328
607	0.04092967912
608	0.04061577726
609	0.04034117367
610	0.04003176762
611	0.03972482672
612	0.03945664686
613	0.03915409785
614	0.03885395818
615	0.03859205252
616	0.03829620329
617	0.03803855587
618	0.03774693181
619	0.03745762872
620	0.03720593399
621	0.03695663865
622	0.03668926366
623	0.03642529707
624	0.03616468827
625	0.03592575521
626	0.03567104425
627	0.03543695164
628	0.03520509116
629	0.03497544343
630	0.03473147615
631	0.03450647879
632	0.0342836322
633	0.03404757656
634	0.03382924042
635	0.0336509017
636	0.03342143331
637	0.03312749313
638	0.03283765644
639	0.03255185301
640	0.03227001402
641	0.031992072
642	0.03171796079
643	0.03144761555
644	0.03125273672
645	0.03105979931
646	0.03079586775
647	0.03060618713
648	0.03041839137
649	0.03023246084
650	0.02997610263
651	0.02979330981
652	0.02961232892
653	0.02936206661
654	0.02918414135
655	0.02900797692
656	0.02883355565
657	0.02859048811
658	0.02841901439
659	0.02824923549
660	0.02801196875
661	0.02784506265
662	0.02767980492
663	0.02751617956
664	0.02728575636
665	0.02712490516
666	0.02698519707
667	0.02676008985
668	0.02660321832
669	0.02644789991
670	0.02622821066
671	0.02607554016
672	0.02592438135
673	0.02570999535
674	0.02556141998
675	0.02541431632
676	0.02520512192
677	0.0250605394
678	0.02491739003
679	0.0247922014
680	0.02458894659
681	0.02444939304
682	0.0242500792
683	0.02411293517
684	0.02397715672
685	0.02385824776
686	0.02366463999
687	0.02353230013
688	0.0233424779
689	0.02321244177
690	0.02308370721
691	0.02289857389
692	0.02277208904
693	0.02259059951
694	0.02246633152
695	0.02234331056
696	0.02216634006
697	0.02204548453
698	0.02192584433
699	0.02175330012
700	0.02163577541
701	0.02151943532
702	0.02135122678
703	0.02123695365
704	0.02112383534
705	0.02102375714
706	0.02086052882
707	0.02069972393
708	0.02059043206
709	0.02048225165
710	0.02032554687
711	0.02021931669
712	0.0201141701
713	0.01996148176
714	0.01985824109
715	0.01970866516
716	0.01957044736
717	0.01943361803
718	0.01929816215
719	0.01916406494
720	0.01903131186
721	0.01889988855
722	0.01876978089
723	0.01867195884
724	0.01854363758
725	0.01841660103
726	0.01829083566
727	0.01817515013
728	0.01806052185
729	0.01794694195
730	0.01783440163
731	0.01772289222
732	0.01761240515
733	0.01750293193
734	0.01739446422
735	0.01728699373
736	0.01718051228
737	0.01707501181
738	0.01697048431
739	0.01686692189
740	0.01676431674
741	0.01666266112
742	0.0165619474
743	0.01646216802
744	0.01636331548
745	0.0162653824
746	0.01616836145
747	0.01607224537
748	0.015977027
749	0.01588269922
750	0.01578925501
751	0.0156966874
752	0.01560498949
753	0.01551415445
754	0.01542417551
755	0.01533504599
756	0.01524675922
757	0.01515930864
758	0.01507268773
759	0.01498689002
760	0.01490190912
761	0.01478297189
762	0.01466509256
763	0.01454826101
764	0.01443246721
765	0.01431770127
766	0.01420395339
767	0.01409121387
768	0.01398926607
769	0.01387828747
770	0.01377791904
771	0.0136686734
772	0.01356985926
773	0.01346231911
774	0.0133650346
775	0.01326853502
776	0.01316339394
777	0.01306838786
778	0.01296488699
779	0.01287135078
780	0.01276946417
781	0.01267737455
782	0.01257707667
783	0.01248641077
784	0.01239647565
785	0.01229841199
786	0.0122098671
787	0.01211333157
788	0.01202615494
789	0.01193112342
790	0.01184529347
791	0.01175174226
792	0.01166723776
793	0.01158341388
794	0.01149194374
795	0.01140941423
796	0.01131765756
797	0.01122669716
798	0.01113652544
799	0.0110471349
800	0.01095851811
801	0.01087066772
802	0.01078357648
803	0.01069723719
804	0.01061164274
805	0.01052678611
806	0.01044266032
807	0.01035925851
808	0.01027657385
809	0.01019459961
810	0.01011332912
811	0.01003275579
812	0.009952873102
813	0.009873674592
814	0.009795153876
815	0.009717304635
816	0.00964012062
817	0.009563595643
818	0.009487723585
819	0.00941249839
820	0.009337914068
821	0.009263964689
822	0.009190644388
823	0.009117947361
824	0.009045867864
825	0.008974400213
826	0.008903538786
827	0.008833278017
828	0.0087636124
829	0.008694536485
830	0.00862604488
831	0.008558132249
832	0.00849079331
833	0.008424022838
834	0.008357815661
835	0.00829216666
836	0.00822707077
837	0.008162522979
838	0.008098518324
839	0.008035051896
840	0.007972118835
841	0.007909714332
842	0.007847833626
843	0.007786472005
844	0.007725624807
845	0.007665287417
846	0.007605455265
847	0.007546123831
848	0.007487288638
849	0.007428945256
850	0.007371089302
851	0.007313716433
852	0.007256822354
853	0.007200402812
854	0.007144453597
855	0.007088970541
856	0.00703394952
857	0.00697938645
858	0.006925277288
859	0.006871618031
860	0.00681840472
861	0.006765633431
862	0.006713300281
863	0.006661401428
864	0.006609933065
865	0.006558891425
866	0.006508272779
867	0.006458073433
868	0.006408289731
869	0.006358918055
870	0.00630995482
871	0.006261396477
872	0.006213239514
873	0.006165480453
874	0.006118115848
875	0.006071142291
876	0.006024556405
877	0.005978354846
878	0.005932534304
879	0.005887091501
880	0.005842023191
881	0.00579732616
882	0.005752997226
883	0.005709033237
884	0.005665431073
885	0.005622187642
886	0.005579299885
887	0.005536764772
888	0.0054945793
889	0.005452740499
890	0.005411245424
891	0.005370091162
892	0.005329274826
893	0.005288793557
894	0.005248644523
895	0.005208824922
896	0.005169331976
897	0.005130162935
898	0.005091315076
899	0.0050527857
900	0.005014572136
901	0.004976671737
902	0.004939081883
903	0.004901799978
904	0.00486482345
905	0.004828149752
906	0.004791772594
907	0.004755681556
908	0.004719882293
909	0.004684364517
910	0.004649133835
911	0.004614180088
912	0.004579508834
913	0.004545110043
914	0.004510989225
915	0.004477136475
916	0.004443557256
917	0.004410241787
918	0.004377195484
919	0.004345737024
920	0.004313189453
921	0.004280904986
922	0.004250166404
923	0.004218368963
924	0.004186828711
925	0.004156793257
926	0.004125728606
927	0.004094915368
928	0.004065566695
929	0.004035217907
930	0.004006320983
931	0.003976437063
932	0.003946787756
933	0.003918551266
934	0.003889356031
935	0.003860390077
936	0.003832798683
937	0.003804276261
938	0.003775977916
939	0.003749016646
940	0.003721151545
941	0.003693505442
942	0.003667159677
943	0.003639936774
944	0.003612927912
945	0.00358718338
946	0.003560587913
947	0.003535239466
948	0.003509044432
949	0.003483062119
950	0.003458291899
951	0.003432700665
952	0.003407317435
953	0.003383112048
954	0.003358110765
955	0.003334277783
956	0.003309659264
957	0.003285234538
958	0.003261944796
959	0.003237893987
960	0.003214032614
961	0.003191273541
962	0.003167777446
963	0.003144466535
964	0.003122225855
965	0.003099271788
966	0.003077373305
967	0.003054764495
968	0.003032340191
969	0.003010940306
970	0.002988853214
971	0.002967782652
972	0.002946033778
973	0.002924456619
974	0.002903865622
975	0.002882618882
976	0.002861540024
977	0.002841417512
978	0.002820661459
979	0.002799708269
980	0.002780043134
981	0.002759754219
982	0.002739278129
983	0.002718974932
984	0.002699899158
985	0.002679908868
986	0.002660087323
987	0.002641443567
988	0.002622202038
989	0.002602831042
990	0.002583623529
991	0.002565536684
992	0.002546624612
993	0.002528097372
994	0.00250948445
995	0.002491936863
996	0.002473609923
997	0.002455639668
998	0.002437602544
999	0.002420577126
1000	0.002402816854
1001	0.002385380567
1002	0.002367901077
1003	0.00235138131
1004	0.002334169855
1005	0.002317902428
1006	0.002300954806
1007	0.00228428736
1008	0.002267607644
1009	0.00225182216
1010	0.00223552645
1011	0.002219224023
1012	0.002203793552
1013	0.002187740635
1014	0.002171932772
1015	0.002156133578
1016	0.002141158846
1017	0.002125601274
1018	0.00211026057
1019	0.002095621892
1020	0.002080415619
1021	0.002065338049
1022	0.002051025919
1023	0.00203624815
1024	0.002021510846
1025	0.002006959224
1026	0.001993069676
1027	0.001978664728
1028	0.001964381893
1029	0.001950801269
1030	0.001936782604
1031	0.001922821719
1032	0.001909544641
1033	0.001895836739
1034	0.001882190334
1035	0.001869209791
1036	0.001855771419
1037	0.001842471853
1038	0.001829246099
1039	0.001816645063
1040	0.001803639779
1041	0.001790711641
1042	0.00177839139
1043	0.001765660148
1044	0.001753041785
1045	0.001740995853
1046	0.001728550894
1047	0.001716211205
1048	0.001704433272
1049	0.001692267987
1050	0.001679752801
1051	0.001667771469
1052	0.001655438622
1053	0.001643207137
1054	0.001631485288
1055	0.001619432009
1056	0.001607887433
1057	0.001596009723
1058	0.001585079144
1059	0.001573785518
1060	0.001562163667
1061	0.001551040834
1062	0.001539588194
1063	0.001529061023
1064	0.001518179775
1065	0.001506973724
1066	0.001496257031
1067	0.001485214066
1068	0.001474659465
1069	0.001463777171
1070	0.001452984645
1071	0.001442658243
1072	0.001432022745
1073	0.001421852556
1074	0.001411371762
1075	0.001401355446
1076	0.001391027068
1077	0.001381162322
1078	0.001370984103
1079	0.001361268658
1080	0.001351238376
1081	0.001341290935
1082	0.00133178547
1083	0.001321982611
1084	0.001312621035
1085	0.001302960619
1086	0.001293740777
1087	0.001284220695
1088	0.001275140466
1089	0.001265758642
1090	0.00125645438
1091	0.001247570331
1092	0.001238401192
1093	0.001229651697
1094	0.00122061568
1095	0.001211998724
1096	0.00120309386
1097	0.00119460746
1098	0.001185831808
1099	0.00117747401
1100	0.001168825657
1101	0.001160248899
1102	0.001152071608
1103	0.001143619262
1104	0.001135565915
1105	0.00112723614
1106	0.001119304882
1107	0.001111095865
1108	0.001103284869
1109	0.001095194822
1110	0.00108717182
1111	0.00107952946
1112	0.00107162273
1113	0.001064096277
1114	0.001056304099
1115	0.00104889182
1116	0.001041212498
1117	0.001033912684
1118	0.001026344548
1119	0.001019155517
1120	0.001011696922
1121	0.00100430023
1122	0.0009972663477
1123	0.0009899767123
1124	0.000983049603
1125	0.0009758654397
1126	0.0009690435062
1127	0.000961963254
1128	0.0009552449228
1129	0.000948267044
1130	0.0009413471474
1131	0.000934773752
1132	0.000927953907
1133	0.0009214803658
1134	0.0009147590917
1135	0.0009083839107
1136	0.0009017597489
1137	0.0008954814568
1138	0.0008889529698
1139	0.0008827701173
1140	0.0008763358894
1141	0.0008699552123
1142	0.0008639056921
1143	0.000857617136
1144	0.0008516596041
1145	0.0008454618058
1146	0.0008395948862
1147	0.0008334865024
1148	0.0008277088398
1149	0.0008216885472
1150	0.0008157184264
1151	0.0008100653082
1152	0.0008041812807
1153	0.0007986141929
1154	0.0007904716567
1155	0.0007847306119
1156	0.0007793001172
1157	0.000771364458
1158	0.0007657628792
1159	0.000760465492
1160	0.000752731428
1161	0.0007472658868
1162	0.0007420982155
1163	0.0007345606028
1164	0.000729227757
1165	0.0007241865008
1166	0.0007189306084
1167	0.0007139659149
1168	0.0007067188785
1169	0.0007015905788
1170	0.0006967472457
1171	0.0006896841551
1172	0.0006846803169
1173	0.0006799552651
1174	0.0006730714379
1175	0.000668189008
1176	0.0006635792412
1177	0.0006587672966
1178	0.0006542274479
1179	0.0006476087291
1180	0.0006429135291
1181	0.0006384843736
1182	0.0006320335342
1183	0.000627452218
1184	0.0006231309595
1185	0.0006168437359
1186	0.0006123735143
1187	0.000608157431
1188	0.0006020296704
1189	0.0005976678235
1190	0.0005935542661
1191	0.0005892554386
1192	0.0005852041711
1193	0.000579312196
1194	0.0005751175849
1195	0.0005711647804
1196	0.0005654221725
1197	0.0005613292289
1198	0.0005574724141
1199	0.0005518753911
1200	0.0005478816294
1201	0.0005441183965
1202	0.0005401823664
1203	0.0005364760615
1204	0.000531094281
1205	0.0005272536301
1206	0.0005236372126
1207	0.0005183918217
1208	0.0005146442201
1209	0.0005111154414
1210	0.0005060029944
1211	0.0005022175464
1212	0.0004984727745
1213	0.000494597893
1214	0.0004907669219
1215	0.0004869793927
1216	0.0004832348424
1217	0.0004795328135
1218	0.0004758728533
1219	0.0004722545146
1220	0.0004686773552
1221	0.0004651409379
1222	0.0004616448305
1223	0.0004581886056
1224	0.0004547718407
1225	0.0004513941182
1226	0.0004480550248
1227	0.0004447541523
1228	0.0004414910968
1229	0.0004382654589
1230	0.0004350768437
1231	0.0004319248608
1232	0.000428809124
1233	0.0004257292513
1234	0.0004226848652
1235	0.0004196755919
1236	0.0004167010622
1237	0.0004137609106
1238	0.0004108547757
1239	0.0004079823
1240	0.00040514313
1241	0.0004023369157
1242	0.0003995633114
1243	0.0003968219745
1244	0.0003941125667
1245	0.0003914347528
1246	0.0003887882014
1247	0.0003861725847
1248	0.0003835875782
1249	0.0003810328609
1250	0.0003785081153
1251	0.0003755800939
1252	0.0003730149168
1253	0.0003704777165
1254	0.0003679681716
1255	0.0003654859659
1256	0.000363030788
1257	0.0003606023319
1258	0.0003582002961
1259	0.0003558243843
1260	0.0003534743043
1261	0.000351149769
1262	0.0003488504954
1263	0.0003453107959
1264	0.0003430598331
1265	0.0003395853694
1266	0.0003373817658
1267	0.0003339713377
1268	0.0003318141614
1269	0.0003296805103
1270	0.0003263549438
1271	0.0003242663664
1272	0.0003210020789
1273	0.0003189576903
1274	0.0003157535599
1275	0.000313752493
1276	0.0003117733438
1277	0.0003086488391
1278	0.0003067117541
1279	0.0003036448315
1280	0.0003017489868
1281	0.0002987385974
1282	0.0002968831855
1283	0.0002950482007
1284	0.0002921125443
1285	0.0002903168225
1286	0.0002874352928
1287	0.0002856780661
1288	0.0002839402631
1289	0.0002811302116
1290	0.0002794297921
1291	0.0002766715727
1292	0.0002750078059
1293	0.0002733625113
1294	0.0002706726658
1295	0.000269062967
1296	0.0002674711874
1297	0.0002648479807
1298	0.0002632907713
1299	0.0002607159902
1300	0.0002591926752
1301	0.000257686404
1302	0.0002550875614
1303	0.0002536137353
1304	0.0002510608487
1305	0.0002496188262
1306	0.000248193013
1307	0.0002457002351
1308	0.0002443053006
1309	0.0002418565472
1310	0.0002404918794
1311	0.0002391426273
1312	0.0002367513732
1313	0.0002354315063
1314	0.0002341265946
1315	0.0002319060318
1316	0.0002306283753
1317	0.0002293652671
1318	0.0002281165554
1319	0.000225961894
1320	0.0002247394015
1321	0.0002235309128
1322	0.0002223362816
1323	0.0002209725344
1324	0.0002188950263
1325	0.0002177316454
1326	0.0002165817068
1327	0.0002152558616
1328	0.0002132412225
1329	0.0002113987029
1330	0.00020958129
1331	0.0002084749439
1332	0.000206688954
1333	0.0002047546923
1334	0.0002030070551
1335	0.0002012831421
1336	0.0001995825975
1337	0.0001985257823
1338	0.0001968546884
1339	0.000195206202
1340	0.000194174371
1341	0.0001923536153
1342	0.0001907467629
1343	0.0001891616076
1344	0.0001875978289
1345	0.0001860551118
1346	0.0001845331472
1347	0.0001835538444
1348	0.0001818295621
1349	0.0001806390463
1350	0.0001794613274
1351	0.0001777730702
1352	0.0001766147032
1353	0.0001749550846
1354	0.0001738157607
1355	0.0001721842735
1356	0.0001712732693
1357	0.0001701575632
1358	0.000168562474
1359	0.0001674651229
1360	0.0001665829471
1361	0.0001650234097
1362	0.0001639487635
1363	0.0001628856759
1364	0.0001613586239
1365	0.0001605126421
1366	0.0001594715347
1367	0.0001579784415
1368	0.0001569545079
1369	0.0001554865763
1370	0.0001544795429
1371	0.0001536724827
1372	0.0001522371483
1373	0.0001512509014
1374	0.0001502752667
1375	0.0001488697525
1376	0.0001480957333
1377	0.0001471402224
1378	0.0001457658495
1379	0.0001448261538
1380	0.000143474835
1381	0.0001425507026
1382	0.0001412220338
1383	0.0001404907121
1384	0.0001395856151
1385	0.0001382863147
1386	0.0001373962216
1387	0.0001366878067
1388	0.0001354171961
1389	0.000134545403
1390	0.0001336829988
1391	0.0001324386956
1392	0.0001317591819
1393	0.0001309144948
1394	0.0001296976064
1395	0.0001288669632
1396	0.0001276703545
1397	0.0001268452931
1398	0.0001260334296
1399	0.0001248635161
1400	0.0001240651657
1401	0.0001232649903
1402	0.0001224800195
1403	0.0001213408763
1404	0.0001205689992
1405	0.0001194488219
1406	0.0001186791759
1407	0.0001179247581
1408	0.0001168295563
1409	0.0001160786136
1410	0.0001153412479
1411	0.0001146118337
1412	0.0001135454171
1413	0.000112817062
1414	0.0001121041413
1415	0.0001110614937
1416	0.0001102974522
1417	0.0001096009036
1418	0.00010858307
1419	0.0001078872
1420	0.0001072064083
1421	0.0001065329683
1422	0.000105541871
1423	0.0001049144086
1424	0.0001042927099
1425	0.0001036767321
1426	0.0001027160814
1427	0.0001021116796
1428	0.0001015128684
1429	0.0001009196061
1430	0.0001003318514
1431	9.974956333e-05
1432	9.917270115e-05
1433	9.825832136e-05
1434	9.757268914e-05
1435	9.701044642e-05
1436	9.633575381e-05
1437	9.578239008e-05
1438	9.511843516e-05
1439	9.451178519e-05
1440	9.374574751e-05
1441	9.314844807e-05
1442	9.261486335e-05
1443	9.210602217e-05
1444	9.157979119e-05
1445	9.09454377e-05
1446	9.036753689e-05
1447	8.987222456e-05
1448	8.938165776e-05
1449	8.855955492e-05
1450	8.805438459e-05
1451	8.755401173e-05
1452	8.705839926e-05
1453	8.626096105e-05
1454	8.566747501e-05
1455	8.518436274e-05
1456	8.460023662e-05
1457	8.406435882e-05
1458	8.360396424e-05
1459	8.314797996e-05
1460	8.262312826e-05
1461	8.186864566e-05
1462	8.142316615e-05
1463	8.068168425e-05
1464	8.022705332e-05
1465	7.977681206e-05
1466	7.93309252e-05
1467	7.888935777e-05
1468	7.8174082e-05
1469	7.764275379e-05
1470	7.721913539e-05
1471	7.679045344e-05
1472	7.636595419e-05
1473	7.584843934e-05
1474	7.537066375e-05
1475	7.495990347e-05
1476	7.428322838e-05
1477	7.381677706e-05
1478	7.341547662e-05
1479	7.27540471e-05
1480	7.235981218e-05
1481	7.170980107e-05
