iter	RMSE
1482	7.131375709e-05
1483	7.092162324e-05
1484	7.05333666e-05
1485	6.990240194e-05
1486	6.952158678e-05
1487	6.905548404e-05
1488	6.862225654e-05
1489	6.824920962e-05
1490	6.787974751e-05
1491	6.727441643e-05
1492	6.69084042e-05
1493	6.631397841e-05
1494	6.595498551e-05
1495	6.551618657e-05
1496	6.508022858e-05
1497	6.472854952e-05
1498	6.438041365e-05
1499	6.395314197e-05
1500	6.361046961e-05
1501	6.318975277e-05
1502	6.276874921e-05
1503	6.243305324e-05
1504	6.202148971e-05
1505	6.163512394e-05
1506	6.130163541e-05
1507	6.097456277e-05
1508	6.065082946e-05
1509	6.025261415e-05
1510	5.992719059e-05
1511	5.939826395e-05
1512	5.902975579e-05
1513	5.871184314e-05
1514	5.819478006e-05
1515	5.78863322e-05
1516	5.752853972e-05
1517	5.702333329e-05
1518	5.67164931e-05
1519	5.622006344e-05
1520	5.584745392e-05
1521	5.547450594e-05
1522	5.518145512e-05
1523	5.484127725e-05
1524	5.447892561e-05
1525	5.412032115e-05
1526	5.375918627e-05
1527	5.340177817e-05
1528	5.312060992e-05
1529	5.276575126e-05
1530	5.241897941e-05
1531	5.207580034e-05
1532	5.173618046e-05
1533	5.139213613e-05
1534	5.105163974e-05
1535	5.071196984e-05
1536	5.038151882e-05
1537	5.005450178e-05
1538	4.972365763e-05
1539	4.939622209e-05
1540	4.913595819e-05
1541	4.881023394e-05
1542	4.849399633e-05
1543	4.818105202e-05
1544	4.78713703e-05
1545	4.755609021e-05
1546	4.724405653e-05
1547	4.693523926e-05
1548	4.66255166e-05
1549	4.632587575e-05
1550	4.602936764e-05
1551	4.5729239e-05
1552	4.543220151e-05
1553	4.518712108e-05
1554	4.48985292e-05
1555	4.460735412e-05
1556	4.43719431e-05
1557	4.413385335e-05
1558	4.389821188e-05
1559	4.361894289e-05
1560	4.333566965e-05
1561	4.310502926e-05
1562	4.283166822e-05
1563	4.255395797e-05
1564	4.232497693e-05
1565	4.209853008e-05
1566	4.183237721e-05
1567	4.156127572e-05
1568	4.133981706e-05
1569	4.107930249e-05
1570	4.081354989e-05
1571	4.059694942e-05
1572	4.038273434e-05
1573	4.012904091e-05
1574	3.986956236e-05
1575	3.966002399e-05
1576	3.94527882e-05
1577	3.920570635e-05
1578	3.895232112e-05
1579	3.874958838e-05
1580	3.850771002e-05
1581	3.825928547e-05
1582	3.806094003e-05
1583	3.786476597e-05
1584	3.762914811e-05
1585	3.738651245e-05
1586	3.712410335e-05
1587	3.692412397e-05
1588	3.666605966e-05
1589	3.641163983e-05
1590	3.616081652e-05
1591	3.590984478e-05
1592	3.567870665e-05
1593	3.543487404e-05
1594	3.524228815e-05
1595	3.501594829e-05
1596	3.477765509e-05
1597	3.45427361e-05
1598	3.435446863e-05
1599	3.412345508e-05
1600	3.388892136e-05
1601	3.366292875e-05
1602	3.34401548e-05
1603	3.322055684e-05
1604	3.303826879e-05
1605	3.286013228e-05
1606	3.268409177e-05
1607	3.251012183e-05
1608	3.233177035e-05
1609	3.216042112e-05
1610	3.199108525e-05
1611	3.182373864e-05
1612	3.164915413e-05
1613	3.148431197e-05
1614	3.1321405e-05
1615	3.116041038e-05
1616	3.098943275e-05
1617	3.078793947e-05
1618	3.063019742e-05
1619	3.047430222e-05
1620	3.030712689e-05
1621	3.015353812e-05
1622	3.000174743e-05
1623	2.985173412e-05
1624	2.964640294e-05
1625	2.945323446e-05
1626	2.926202697e-05
1627	2.910115412e-05
1628	2.895572004e-05
1629	2.881197981e-05
1630	2.86699143e-05
1631	2.851219438e-05
1632	2.837220582e-05
1633	2.823384925e-05
1634	2.809710642e-05
1635	2.796195935e-05
1636	2.780766042e-05
1637	2.76744793e-05
1638	2.754285383e-05
1639	2.741276681e-05
1640	2.726135082e-05
1641	2.71331478e-05
1642	2.7006445e-05
1643	2.680829635e-05
1644	2.665989217e-05
1645	2.653661451e-05
1646	2.641477752e-05
1647	2.626871177e-05
1648	2.614862511e-05
1649	2.602994408e-05
1650	2.584278534e-05
1651	2.5699534e-05
1652	2.558404752e-05
1653	2.541457716e-05
1654	2.524621752e-05
1655	2.513319435e-05
1656	2.49671527e-05
1657	2.480206539e-05
1658	2.469144253e-05
1659	2.455459171e-05
1660	2.444554353e-05
1661	2.428455648e-05
1662	2.412391947e-05
1663	2.401717789e-05
1664	2.385942734e-05
1665	2.370189012e-05
1666	2.359739681e-05
1667	2.349412057e-05
1668	2.333999793e-05
1669	2.318600025e-05
1670	2.308488957e-05
1671	2.292440255e-05
1672	2.277422648e-05
1673	2.259127255e-05
1674	2.241087009e-05
1675	2.223297909e-05
1676	2.205756031e-05
1677	2.188457526e-05
1678	2.175992014e-05
1679	2.159016881e-05
1680	2.146752949e-05
1681	2.132641795e-05
1682	2.118669616e-05
1683	2.106697068e-05
1684	2.094853675e-05
1685	2.083137952e-05
1686	2.071548447e-05
1687	2.062504109e-05
1688	2.049264516e-05
1689	2.035798855e-05
1690	2.026940445e-05
1691	2.01818435e-05
1692	2.005245853e-05
1693	1.992076162e-05
1694	1.983499292e-05
1695	1.970816886e-05
1696	1.957895327e-05
1697	1.949493313e-05
1698	1.941188305e-05
1699	1.928791491e-05
1700	1.916151004e-05
1701	1.908402383e-05
1702	1.896251097e-05
1703	1.888623725e-05
1704	1.876638405e-05
1705	1.864331789e-05
1706	1.856853133e-05
1707	1.845104419e-05
1708	1.833020394e-05
1709	1.825687171e-05
1710	1.814169884e-05
1711	1.802303963e-05
1712	1.795112975e-05
1713	1.783822065e-05
1714	1.772169865e-05
1715	1.765117995e-05
1716	1.754048536e-05
1717	1.742605772e-05
1718	1.735689986e-05
1719	1.724837171e-05
1720	1.71359966e-05
1721	1.706817e-05
1722	1.69617614e-05
1723	1.685139794e-05
1724	1.678487378e-05
1725	1.668053897e-05
1726	1.657214719e-05
1727	1.650689739e-05
1728	1.640459174e-05
1729	1.629813259e-05
1730	1.623412977e-05
1731	1.613380971e-05
1732	1.602924503e-05
1733	1.596646249e-05
1734	1.586808551e-05
1735	1.576537801e-05
1736	1.570378972e-05
1737	1.560731433e-05
1738	1.550642754e-05
1739	1.544600814e-05
1740	1.535139383e-05
1741	1.525229211e-05
1742	1.519301684e-05
1743	1.51002241e-05
1744	1.500116041e-05
1745	1.494301039e-05
1746	1.485200338e-05
1747	1.475467039e-05
1748	1.469762154e-05
1749	1.460836237e-05
1750	1.451272614e-05
1751	1.445675501e-05
1752	1.43692067e-05
1753	1.431409063e-05
1754	1.42276959e-05
1755	1.413444491e-05
1756	1.4080367e-05
1757	1.399562367e-05
1758	1.390398795e-05
1759	1.38509263e-05
1760	1.377344411e-05
1761	1.369670142e-05
1762	1.362069262e-05
1763	1.354541216e-05
1764	1.346330426e-05
1765	1.341021071e-05
1766	1.330917421e-05
1767	1.323532774e-05
1768	1.313617735e-05
1769	1.306347157e-05
1770	1.297779308e-05
1771	1.289196499e-05
1772	1.281558026e-05
1773	1.274473741e-05
1774	1.267460425e-05
1775	1.260517439e-05
1776	1.253644157e-05
1777	1.246727528e-05
1778	1.238560945e-05
1779	1.233632392e-05
1780	1.226424112e-05
1781	1.221568446e-05
1782	1.214926738e-05
1783	1.208351684e-05
1784	1.19999396e-05
1785	1.193510193e-05
1786	1.185314565e-05
1787	1.178920592e-05
1788	1.170883895e-05
1789	1.16297906e-05
1790	1.156697349e-05
1791	1.148945708e-05
1792	1.142750428e-05
1793	1.135149018e-05
1794	1.129038785e-05
1795	1.121584708e-05
1796	1.114252872e-05
1797	1.108248542e-05
1798	1.101058767e-05
1799	1.095136378e-05
1800	1.088085943e-05
1801	1.078755601e-05
1802	1.069517302e-05
1803	1.060370062e-05
1804	1.05131291e-05
1805	1.042696805e-05
1806	1.034162034e-05
1807	1.025349322e-05
1808	1.016971511e-05
1809	1.008321013e-05
1810	1.000096973e-05
1811	9.919502129e-06
1812	9.835320426e-06
1813	9.755343989e-06
1814	9.67611714e-06
1815	9.594189458e-06
1816	9.516408815e-06
1817	9.43935533e-06
1818	9.35961475e-06
1819	9.28396404e-06
1820	9.205676737e-06
1821	9.131400694e-06
1822	9.057816068e-06
1823	8.981609035e-06
1824	8.909358065e-06
1825	8.837778035e-06
1826	8.763590177e-06
1827	8.693304173e-06
1828	8.62366932e-06
1829	8.551441584e-06
1830	8.483062459e-06
1831	8.412138866e-06
1832	8.345786698e-06
1833	8.290576817e-06
1834	8.225741179e-06
1835	8.156501772e-06
1836	8.087923041e-06
1837	8.0199981e-06
1838	7.952720148e-06
1839	7.886082458e-06
1840	7.820078387e-06
1841	7.754701363e-06
1842	7.689944896e-06
1843	7.625802569e-06
1844	7.56226804e-06
1845	7.499335044e-06
1846	7.436997383e-06
1847	7.375248937e-06
1848	7.314083654e-06
1849	7.253495553e-06
1850	7.193478721e-06
1851	7.134027316e-06
1852	7.075135562e-06
1853	7.016797751e-06
1854	6.959008241e-06
1855	6.901761455e-06
1856	6.84505188e-06
1857	6.788874066e-06
1858	6.73322263e-06
1859	6.678092245e-06
1860	6.62347765e-06
1861	6.569373643e-06
1862	6.515775083e-06
1863	6.462676885e-06
1864	6.410074027e-06
1865	6.357961542e-06
1866	6.30633452e-06
1867	6.255188107e-06
1868	6.204517506e-06
1869	6.154317975e-06
1870	6.104584826e-06
1871	6.055313422e-06
1872	6.006499183e-06
1873	5.958137579e-06
1874	5.910224131e-06
1875	5.862754413e-06
1876	5.815724049e-06
1877	5.769128711e-06
1878	5.722964123e-06
1879	5.677226055e-06
1880	5.631910328e-06
1881	5.587012806e-06
1882	5.542529403e-06
1883	5.49845608e-06
1884	5.454788842e-06
1885	5.411523738e-06
1886	5.368656864e-06
1887	5.326184359e-06
1888	5.284102406e-06
1889	5.242407229e-06
1890	5.201095097e-06
1891	5.160162321e-06
1892	5.119605252e-06
1893	5.079420281e-06
1894	5.039603841e-06
1895	5.000152404e-06
1896	4.961062484e-06
1897	4.92233063e-06
1898	4.883953433e-06
1899	4.84592752e-06
1900	4.808249555e-06
1901	4.77091624e-06
1902	4.733924317e-06
1903	4.697270557e-06
1904	4.660951772e-06
1905	4.624964809e-06
1906	4.589306549e-06
1907	4.553973906e-06
1908	4.51896383e-06
1909	4.484273305e-06
1910	4.449899346e-06
1911	4.415839002e-06
1912	4.382089355e-06
1913	4.350665502e-06
1914	4.317446481e-06
1915	4.286512791e-06
1916	4.253815729e-06
1917	4.223364269e-06
1918	4.192046773e-06
1919	4.161005706e-06
1920	4.130238657e-06
1921	4.099743236e-06
1922	4.069517081e-06
1923	4.039557852e-06
1924	4.009863235e-06
1925	3.980430938e-06
1926	3.951258692e-06
1927	3.922344255e-06
1928	3.893685405e-06
1929	3.865279941e-06
1930	3.837125689e-06
1931	3.809220494e-06
1932	3.781562223e-06
1933	3.754148768e-06
1934	3.726978038e-06
1935	3.700047964e-06
1936	3.673356499e-06
1937	3.646901618e-06
1938	3.620681315e-06
1939	3.594693602e-06
1940	3.568936514e-06
1941	3.543408105e-06
1942	3.518106448e-06
1943	3.493029635e-06
1944	3.468175776e-06
1945	3.443543003e-06
1946	3.420331709e-06
1947	3.396099257e-06
1948	3.373264007e-06
1949	3.349425466e-06
1950	3.324236039e-06
1951	3.300757193e-06
1952	3.275939078e-06
1953	3.252814494e-06
1954	3.228362032e-06
1955	3.205586362e-06
1956	3.184126366e-06
1957	3.161721317e-06
1958	3.137927034e-06
1959	3.116970822e-06
1960	3.095067297e-06
1961	3.07177867e-06
1962	3.050205952e-06
1963	3.027259298e-06
1964	3.007096525e-06
1965	2.986006629e-06
1966	2.963544958e-06
1967	2.942773627e-06
1968	2.920641327e-06
1969	2.900183769e-06
1970	2.878375842e-06
1971	2.858227336e-06
1972	2.836738859e-06
1973	2.817931017e-06
1974	2.798233413e-06
1975	2.777198021e-06
1976	2.757798064e-06
1977	2.737070357e-06
1978	2.717963576e-06
1979	2.697538895e-06
1980	2.679723909e-06
1981	2.661044723e-06
1982	2.641049971e-06
1983	2.622653168e-06
1984	2.605389477e-06
1985	2.588267638e-06
1986	2.569235042e-06
1987	2.551387418e-06
1988	2.532631316e-06
1989	2.515058631e-06
1990	2.496574809e-06
1991	2.480221305e-06
1992	2.462014365e-06
1993	2.44396265e-06
1994	2.426064869e-06
1995	2.409217136e-06
1996	2.391579118e-06
1997	2.374990685e-06
1998	2.357608479e-06
1999	2.34037454e-06
2000	2.32414512e-06
2001	2.307161036e-06
2002	2.291181329e-06
2003	2.274443303e-06
2004	2.258709505e-06
2005	2.242213798e-06
2006	2.227610794e-06
2007	2.212233807e-06
2008	2.196081637e-06
2009	2.181816564e-06
2010	2.165421087e-06
2011	2.149620245e-06
2012	2.133478128e-06
2013	2.117477626e-06
2014	2.102027927e-06
2015	2.086274646e-06
2016	2.07106272e-06
2017	2.057630849e-06
2018	2.044309614e-06
2019	2.028999913e-06
2020	2.014213739e-06
2021	1.999140404e-06
2022	1.984581646e-06
2023	1.969740962e-06
2024	1.955406069e-06
2025	1.940956327e-06
2026	1.926835824e-06
2027	1.912443643e-06
2028	1.898540194e-06
2029	1.884369996e-06
2030	1.870680226e-06
2031	1.858590893e-06
2032	1.844729209e-06
2033	1.832830544e-06
2034	1.819522782e-06
2035	1.80596265e-06
2036	1.792859327e-06
2037	1.779508194e-06
2038	1.766606144e-06
2039	1.753460756e-06
2040	1.742166317e-06
2041	1.729543314e-06
2042	1.716807893e-06
2043	1.704373255e-06
2044	1.691706235e-06
2045	1.679462545e-06
2046	1.66797595e-06
2047	1.655908129e-06
2048	1.643616461e-06
2049	1.633062258e-06
2050	1.621255076e-06
2051	1.609230132e-06
2052	1.597604232e-06
2053	1.585764456e-06
2054	1.574317057e-06
2055	1.56265959e-06
2056	1.552640043e-06
2057	1.541439709e-06
2058	1.530128346e-06
2059	1.519094852e-06
2060	1.507860664e-06
2061	1.496996583e-06
2062	1.486796405e-06
2063	1.475821331e-06
2064	1.466387761e-06
2065	1.455819716e-06
2066	1.445082353e-06
2067	1.434676507e-06
2068	1.424104521e-06
2069	1.413858406e-06
2070	1.403449265e-06
2071	1.394492446e-06
2072	1.384467045e-06
2073	1.374283226e-06
2074	1.365526654e-06
2075	1.355717104e-06
2076	1.345753613e-06
2077	1.336094705e-06
2078	1.326284732e-06
2079	1.316774187e-06
2080	1.307115397e-06
2081	1.29758328e-06
2082	1.288278093e-06
2083	1.27905285e-06
2084	1.269684942e-06
2085	1.260601494e-06
2086	1.251378032e-06
2087	1.243417603e-06
2088	1.234529704e-06
2089	1.225505738e-06
2090	1.217723466e-06
2091	1.208835194e-06
2092	1.200025182e-06
2093	1.191099922e-06
2094	1.182254995e-06
2095	1.173648686e-06
2096	1.166211014e-06
2097	1.157749644e-06
2098	1.149325601e-06
2099	1.140975764e-06
2100	1.132699501e-06
2101	1.124248898e-06
2102	1.115874363e-06
2103	1.108818246e-06
2104	1.101820513e-06
2105	1.093855874e-06
2106	1.085925735e-06
2107	1.078065485e-06
2108	1.070274532e-06
2109	1.062276793e-06
2110	1.055587159e-06
2111	1.047962875e-06
2112	1.040405841e-06
2113	1.032627781e-06
2114	1.026136338e-06
2115	1.019697795e-06
2116	1.012348001e-06
2117	1.005063043e-06
2118	9.978423738e-07
2119	9.903712836e-07
