year,unit,crime,unemployment,population_density,avg_salary,public_safety_exp,education_exp,migration_balance,tourism_usage
2002,Dolnośląskie,41.33,,145.6,2165.84,196377923.0,345259618.0,2572.0,26.9
2002,Kujawsko-Pomorskie,38.05,,115.1,1953.39,111821148.0,187401964.0,-2088.0,30.3
2002,Lubelskie,29.9,,87.5,1941.01,129845709.0,245911356.0,-8789.0,28.4
2002,Lubuskie,42.82,,72.1,1936.54,76681402.0,128709824.0,-1144.0,28.8
2002,Mazowieckie,37.88,,144.1,2893.83,280191981.0,414472170.0,12117.0,34.6
2002,Małopolskie,32.85,,214.3,2060.99,175373669.0,328728186.0,14378.0,34.3
2002,Opolskie,36.72,,112.7,2029.99,90842960.0,149780193.0,450.0,28.7
2002,Podkarpackie,23.7,,117.4,1875.41,145813596.0,263692650.0,-10866.0,24.4
2002,Podlaskie,28.15,,59.8,1958.0,69532021.0,106294539.0,-3115.0,26.4
2002,Pomorskie,52.12,,119.4,2175.63,129896428.0,219166116.0,5991.0,32.4
2002,Warmińsko-Mazurskie,41.02,,59.0,1947.99,118026799.0,214768355.0,-5127.0,32.5
2002,Wielkopolskie,35.17,,112.5,2047.58,201875702.0,406635568.0,4914.0,25.5
2002,Zachodniopomorskie,42.74,,74.1,2068.44,125837806.0,189762243.0,2926.0,32.6
2002,Łódzkie,33.89,,143.1,1966.22,177773037.0,264280612.0,-3941.0,27.9
2002,Śląskie,38.52,,383.7,2298.44,146538376.0,269696251.0,1879.0,26.2
2002,Świętokrzyskie,30.11,,110.8,1977.75,101354433.0,171187834.0,-10157.0,27.7
2003,Dolnośląskie,44.08,,145.3,2233.58,60606566.0,394008451.0,2453.0,29.9
2003,Kujawsko-Pomorskie,40.12,,115.1,2000.96,35029151.0,202224714.0,-2642.0,31.0
2003,Lubelskie,29.48,,87.2,1995.5,33152919.0,259962683.0,-8493.0,29.9
2003,Lubuskie,42.98,,72.1,1990.13,24997796.0,132537209.0,-427.0,27.2
2003,Mazowieckie,40.07,,144.3,3005.37,74550019.0,439630613.0,11374.0,33.9
2003,Małopolskie,39.81,,214.2,2109.69,45521310.0,350213570.0,14913.0,34.8
2003,Opolskie,35.91,,112.2,2087.3,28827711.0,158194628.0,645.0,27.4
2003,Podkarpackie,24.0,,117.5,1950.01,46087357.0,289976665.0,-10305.0,24.5
2003,Podlaskie,30.54,,59.7,2035.43,23061487.0,114888537.0,-2865.0,29.3
2003,Pomorskie,51.48,,119.7,2257.16,37807548.0,235654298.0,5938.0,32.8
2003,Warmińsko-Mazurskie,39.19,,59.0,2003.28,34522030.0,229322351.0,-4979.0,32.7
2003,Wielkopolskie,36.39,,112.7,2129.03,56467560.0,438416661.0,4759.0,27.5
2003,Zachodniopomorskie,40.37,,74.1,2134.74,39369598.0,196106607.0,2305.0,33.5
2003,Łódzkie,35.88,,142.5,2024.32,51015515.0,280956413.0,-4048.0,26.7
2003,Śląskie,40.8,,382.4,2380.23,39580311.0,286812007.0,1166.0,27.9
2003,Świętokrzyskie,32.91,,110.5,2024.41,32713002.0,178540350.0,-9794.0,26.7
2004,Dolnośląskie,44.88,22.4,145.0,2356.89,67936193.0,411617037.0,2088.0,34.06
2004,Kujawsko-Pomorskie,39.19,23.6,115.1,2087.3,37256554.0,221059368.0,-2114.0,31.37
2004,Lubelskie,29.31,17.8,87.0,2096.15,37661725.0,274860352.0,-8046.0,27.92
2004,Lubuskie,41.85,25.6,72.1,2067.56,27306350.0,146203759.0,-584.0,30.59
2004,Mazowieckie,40.59,14.7,144.7,3095.96,84101455.0,479828458.0,11045.0,37.87
2004,Małopolskie,38.99,15.0,214.6,2216.21,51426321.0,379177683.0,15206.0,39.33
2004,Opolskie,35.36,20.0,111.7,2183.74,33807438.0,166742638.0,894.0,28.98
2004,Podkarpackie,23.06,19.1,117.6,2018.59,49451954.0,310241651.0,-9988.0,24.81
2004,Podlaskie,30.27,16.1,59.6,2107.5,25536820.0,120746897.0,-3088.0,33.23
2004,Pomorskie,50.44,21.4,119.9,2374.71,41694456.0,263197762.0,4622.0,31.78
2004,Warmińsko-Mazurskie,37.44,29.2,59.1,2050.21,38812155.0,239052239.0,-4534.0,33.08
2004,Wielkopolskie,34.92,15.9,112.8,2204.31,63653845.0,480742507.0,4706.0,28.06
2004,Zachodniopomorskie,39.57,27.5,74.0,2221.63,44707787.0,209315160.0,1812.0,39.17
2004,Łódzkie,35.88,19.5,142.0,2123.36,57071582.0,300639421.0,-3942.0,30.5
2004,Śląskie,42.95,16.9,381.2,2488.62,42836758.0,311897434.0,1004.0,30.77
2004,Świętokrzyskie,32.91,22.0,110.1,2117.74,37923737.0,189404025.0,-9081.0,29.25
2005,Dolnośląskie,42.73,20.6,144.8,2477.56,72779553.0,431630880.0,1998.0,37.12
2005,Kujawsko-Pomorskie,35.57,22.3,115.1,2153.46,41001703.0,236152270.0,-1085.0,30.85
2005,Lubelskie,28.12,17.0,86.8,2180.18,41738143.0,291540772.0,-7262.0,29.53
2005,Lubuskie,39.12,23.0,72.1,2144.35,30200073.0,157384214.0,-688.0,29.76
2005,Mazowieckie,40.0,13.8,145.0,3227.04,90823367.0,515559672.0,9861.0,41.5
2005,Małopolskie,35.3,13.8,215.0,2303.42,55477910.0,408555026.0,14497.0,47.15
2005,Opolskie,33.0,18.7,111.3,2249.89,34964256.0,178794494.0,930.0,29.39
2005,Podkarpackie,20.93,18.5,117.6,2081.76,52134331.0,329654026.0,-9551.0,26.97
2005,Podlaskie,26.54,15.6,59.4,2192.77,28972299.0,130703536.0,-3038.0,34.38
2005,Pomorskie,45.33,19.2,120.2,2511.25,46262443.0,283959056.0,3623.0,33.31
2005,Warmińsko-Mazurskie,35.17,27.2,59.1,2103.99,42398074.0,265719935.0,-3904.0,32.66
2005,Wielkopolskie,34.34,14.6,113.1,2263.6,70128146.0,535187277.0,4474.0,28.67
2005,Zachodniopomorskie,38.29,25.6,74.0,2307.99,46757756.0,225922304.0,2007.0,42.15
2005,Łódzkie,33.6,17.9,141.5,2188.15,59588248.0,323600486.0,-3745.0,33.39
2005,Śląskie,41.21,15.5,380.0,2587.07,46894531.0,338309773.0,258.0,33.68
2005,Świętokrzyskie,31.05,20.6,109.8,2173.15,39060482.0,206971272.0,-8375.0,27.92
2006,Dolnośląskie,41.42,16.6,144.5,2617.16,75319802.5,449635507.41,2239.0,37.97
2006,Kujawsko-Pomorskie,32.72,19.2,115.0,2268.87,40401048.55,254717476.88,-900.0,32.25
2006,Lubelskie,26.36,15.5,86.5,2290.6,46470701.35,301425691.72,-6332.0,30.7
2006,Lubuskie,38.43,19.0,72.1,2235.01,31000427.91,159794255.39,-920.0,32.68
2006,Mazowieckie,36.63,11.8,145.4,3381.13,97827705.8,555842047.4,7694.0,44.54
2006,Małopolskie,32.33,11.3,215.5,2443.91,56765776.26,444822452.08,14269.0,47.25
2006,Opolskie,31.24,16.2,110.7,2367.74,34292627.17,181397498.18,1223.0,28.29
2006,Podkarpackie,19.72,16.4,117.5,2179.57,55483182.54,344652200.72,-8978.0,24.22
2006,Podlaskie,23.15,13.3,59.3,2307.59,29313389.68,139066309.28,-2954.0,38.04
2006,Pomorskie,40.97,15.3,120.3,2650.2,46403434.51,310427122.97,3616.0,32.75
2006,Warmińsko-Mazurskie,34.28,23.6,59.0,2218.32,41461061.45,276091825.8,-3061.0,33.15
2006,Wielkopolskie,30.88,11.7,113.3,2389.0,74796779.93,550624656.37,4464.0,29.29
2006,Zachodniopomorskie,35.83,21.5,73.9,2406.98,46387946.03,241178004.56,1715.0,40.37
2006,Łódzkie,30.94,14.7,140.9,2287.9,62719848.08,335599381.53,-4155.0,36.85
2006,Śląskie,39.26,12.7,378.6,2729.63,49469570.05,367675379.99,-313.0,35.84
2006,Świętokrzyskie,32.04,17.7,109.3,2263.6,37679371.26,221443155.79,-7607.0,29.46
2007,Dolnośląskie,39.16,11.4,144.3,2860.66,88568588.73,469569101.48,2126.0,38.65
2007,Kujawsko-Pomorskie,29.62,14.9,115.0,2443.17,45639387.15,272946413.81,-250.0,34.99
2007,Lubelskie,23.62,13.0,86.2,2486.22,45393079.35,309727473.61,-5606.0,30.83
